user_id,item_list
74,4703 197 187 192 10227 194 3806 9461 6292 8481 
75,9199 9206 15102 12469 9202 15100 9204 7581 3572 8414 
76,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
77,7823 4019 4018 5645 7135 15120 4275 192 4771 8872 
78,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
79,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
80,1232 14328 7496 7493 7495 3654 3655 5752 5737 6947 
81,13484 9048 5232 495 232 12007 5847 4197 14843 18167 
82,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
84,8565 4361 3922 8506 3572 3565 6526 17559 8570 10227 
85,10227 12469 8638 8668 5895 5113 6404 6292 4844 1212 
86,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
87,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
88,9446 8982 11403 15496 9655 13348 14746 6888 5181 13239 
89,3852 7642 7771 16659 14203 12532 10585 17363 13842 5911 
90,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
92,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
93,3565 3572 9199 725 9203 18235 18230 3529 3566 8982 
94,5294 15892 5113 5296 8470 4360 15855 5287 5297 8694 
95,735 739 15908 737 5700 1944 736 4657 18096 13838 
96,3105 12469 7602 8414 9461 6526 4806 14867 14851 9145 
97,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
98,3516 3514 5704 5539 645 8453 10836 17836 8589 11253 
102,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
103,5562 9093 5508 16176 8505 3805 16179 8526 6391 5113 
104,5645 5918 187 4691 5296 4687 15892 17955 5921 9461 
105,9133 11733 11309 736 11734 3827 17955 15908 3805 9124 
106,15398 18330 4053 12747 15686 5343 621 4283 17866 14666 
108,10068 8179 7581 6404 4634 15663 379 18094 5113 18096 
109,4361 7657 7661 7659 5297 3922 6292 4034 16219 8984 
110,15120 10068 197 6404 8638 12355 8666 12469 2301 521 
111,17747 4737 10167 8635 12357 16292 16118 18179 494 9818 
112,4194 4123 4361 18150 17559 13206 3572 3565 2301 16224 
113,8668 8445 12469 9461 8414 2301 8526 10227 7581 4657 
114,11191 15119 4280 15120 5897 4279 5895 6530 4410 15114 
115,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
116,9126 9475 4691 8666 15030 4687 18196 9476 1212 15119 
117,9477 6404 8668 12469 15030 8638 3572 8666 5897 3565 
118,5653 5044 5664 4687 5656 5649 17835 16106 4764 5470 
119,8516 17547 8519 15043 8523 8506 8508 17237 8505 8556 
120,3568 6530 6201 6207 6200 3572 6204 6203 6831 8627 
122,3105 9048 7687 10142 14845 14851 14887 14203 3123 2736 
123,4361 10466 8982 12469 4034 4284 10067 4634 4691 3922 
124,5653 5044 5661 4687 5664 17835 5656 15947 6049 6246 
125,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
126,5143 7455 4346 4357 5645 2301 16376 5897 4280 4279 
127,15114 7581 8666 12469 10068 2301 197 8635 8414 3572 
128,4124 4123 4194 4361 17559 17732 4034 17558 4365 17735 
129,187 4280 10068 7581 15119 1212 3572 8638 8635 10227 
130,5562 3572 9204 9203 3565 8982 9202 8666 7581 9206 
131,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
132,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
134,9128 8564 13838 11734 11733 11309 15908 736 8570 8565 
135,8414 8666 6528 7581 8982 8008 9446 3565 15101 5113 
136,4279 4657 12469 3569 9461 4013 1212 10227 15119 8635 
137,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
138,8500 5645 10466 7310 6292 6289 5113 17955 189 5297 
139,5508 5561 3805 10466 6292 5113 1212 4844 10227 6289 
140,5297 14847 11222 7310 11220 15892 4024 4627 3572 5508 
141,5297 7310 14847 194 14883 15674 5656 15892 12051 17955 
142,4361 12194 15819 3898 4057 11218 3278 4357 9461 16227 
143,9302 4748 8638 10466 7581 5112 6201 5044 4844 5114 
144,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
145,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
146,4634 18098 2301 5143 9303 3572 18097 3565 18100 7581 
149,10068 6289 197 7437 5113 8481 2301 7581 7310 8635 
150,7657 7661 7662 8363 4200 5602 3064 18181 18268 11920 
151,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
152,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
153,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
155,10227 8638 5143 5895 7581 5896 1212 6292 12469 7496 
156,724 5562 3805 5508 3806 10067 5695 5044 197 3572 
157,5590 2361 14084 2826 11855 5593 2511 4230 6014 11809 
158,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
159,8668 12469 8414 7455 2301 10227 4657 7581 4634 10466 
160,17752 9303 6289 8481 7581 17951 5113 4844 10466 8635 
161,5113 11222 6289 8481 8982 11218 4057 4634 8483 7310 
162,15101 15100 15099 12469 4712 8414 15119 4634 8666 15120 
163,11734 735 11733 15908 5700 738 10813 13837 17550 15907 
164,18096 4798 1689 1691 18098 18097 18100 15892 18101 14251 
165,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
166,15148 14546 6776 6780 14465 172 10260 5756 1637 8853 
167,8414 4710 8666 4634 9461 5143 4413 4346 7581 6526 
168,189 187 192 194 3569 10227 3572 6530 10232 10067 
169,8795 8664 13055 3598 521 6291 5296 5297 5305 5887 
170,4657 15120 4279 8666 15114 9461 12469 10067 8526 10227 
171,12815 4128 3554 6810 4219 819 11845 17522 14065 5673 
172,4634 9203 9202 4658 9204 9201 4361 8638 16224 3901 
173,4035 4033 3922 4361 4124 11395 9224 4194 5645 9228 
174,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
175,6404 7581 8635 8666 9477 10227 4634 4657 5113 4691 
176,10142 8515 4983 3569 6530 5113 7581 8445 10141 14847 
177,4280 15101 15099 5508 15102 12469 5561 6404 3805 7651 
178,15458 10466 5143 8483 2301 8445 10067 9461 8666 1023 
179,18096 9302 10067 5113 3105 6526 8982 9446 10068 7581 
180,10227 8638 7659 7662 7581 17750 6404 7657 5113 17748 
181,9053 1944 6793 4657 3365 5678 5677 6292 6276 4057 
182,3572 3566 15800 8982 8666 3593 7581 8526 8414 7584 
183,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
184,4702 3569 4691 7495 5203 1943 2301 7496 4657 4687 
185,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
186,4279 8257 7883 8982 9461 3565 8666 5645 8635 5725 
187,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
188,5562 5921 3805 5113 7706 5508 5920 5112 8257 10466 
189,7883 5562 8666 11734 3805 2301 3902 7581 13838 11733 
190,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
191,10466 17594 17597 6881 16265 10141 8483 7493 17596 3654 
192,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
193,724 4867 15293 10180 9044 3105 6807 17596 7352 18291 
194,4280 6229 7581 12469 8526 9461 1023 3565 5455 8635 
195,4657 4658 3877 8638 5508 5142 197 8666 4762 4728 
196,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
197,3741 6889 9485 389 2590 7529 14314 8620 4751 15034 
199,10068 2301 8638 7581 12469 6404 15119 8982 3572 197 
200,4410 5049 9580 18071 12059 8911 5285 6741 7474 12056 
201,3531 9302 7662 7659 8638 3533 5608 3806 11218 10067 
202,9303 4279 4280 4691 7581 4693 9930 4844 12469 4687 
203,15120 15114 5562 5508 6530 6404 724 3569 9461 10227 
204,3387 8283 14522 15594 16211 13079 12169 9558 5433 6276 
205,4124 4194 4034 4193 16659 4361 9228 6289 11191 5113 
206,18166 4527 8638 5297 8445 4528 4844 8666 1212 7581 
207,4737 12701 8513 10039 16341 570 9238 18197 6655 10940 
208,4770 8186 8481 4844 6404 3407 3604 6018 12355 6357 
209,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
210,2301 7581 8445 8526 8638 4844 3572 8668 9461 8506 
211,7443 7441 13241 12806 14441 13055 4200 6888 6816 11147 
212,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
213,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
214,4779 10227 6404 5113 4280 6289 2301 8638 10466 8982 
215,5562 3805 5650 5508 5044 3806 5656 1212 4747 5661 
216,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
217,8306 7329 4361 16186 8638 7703 7325 10227 5455 17558 
219,189 197 192 187 5280 10067 1212 7455 5297 17955 
221,5143 8666 8638 1023 5142 10067 7581 5562 3572 3565 
223,520 12469 6526 5143 8666 8982 7581 3572 14847 9446 
224,724 5562 3805 5508 3806 10067 5695 5044 197 3572 
225,5897 9477 7581 5143 15030 7584 5896 8627 2301 8666 
226,8309 8308 10227 6530 3572 15101 5204 10466 5562 12469 
227,17835 14847 5113 3105 6404 10227 6289 5297 8638 17955 
228,8261 8259 17768 10829 376 11239 14244 5951 4384 15801 
229,197 192 4280 194 8666 187 4728 15908 10067 739 
230,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
231,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
232,8564 10067 2301 17835 10232 5128 5120 10169 8565 4513 
233,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
234,4124 4361 4034 17558 17559 4035 17732 17735 4365 16224 
235,4657 3529 4658 3531 3528 3530 4691 3534 4687 5113 
237,5921 8638 10141 8483 13208 6289 10466 4844 4431 7310 
238,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
239,9203 9202 9201 9208 3593 8982 12469 9446 6228 5682 
240,15120 9203 15114 15099 9206 9202 15102 7581 8414 3565 
241,8186 12355 12357 8481 8638 10227 2301 14847 6018 7172 
242,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
243,5128 2301 8638 4770 5142 8445 5113 4691 8666 4693 
244,3806 3654 10914 3842 4629 7495 5061 5560 5516 187 
245,14234 11063 11047 3828 3806 11943 17284 13106 6388 18176 
246,6156 4769 3922 7883 5265 8310 7713 14173 6326 5350 
248,197 192 194 187 5508 17955 10466 8982 4844 8666 
250,8179 9605 8196 14115 9105 11187 14872 2976 11729 12347 
252,8445 4844 7581 8666 8638 4361 197 8526 1212 6289 
254,3805 5561 3572 3569 3565 10466 724 2301 1212 4657 
255,5276 5113 197 6955 4634 2301 8638 5280 7581 194 
256,8668 12469 8414 2301 10227 7581 4657 4634 1212 8638 
257,8666 2301 8638 7581 5142 6798 8445 6404 5128 12469 
258,12720 11834 15157 889 10973 15136 6464 7870 2232 13348 
259,4844 6404 5645 10227 8638 5297 2301 17955 4279 197 
260,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
261,7496 4637 4706 9205 7493 75 4654 12469 8179 4657 
262,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
263,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
264,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
265,5331 5191 5192 737 8940 735 13837 4480 18201 5031 
266,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
267,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
268,9199 9206 9202 9201 6934 7581 12469 8638 5113 9208 
269,18150 8306 8308 17955 4279 9930 8982 5645 5455 6119 
270,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
271,5542 728 964 6296 17968 7385 5537 4365 16171 10078 
273,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
274,8982 6528 75 15892 12469 7581 8414 5297 8008 9446 
275,4035 4033 3922 4361 9228 5645 4194 4365 9224 6289 
276,4410 5005 5918 72 6404 4687 15892 4719 3805 12469 
277,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
278,15101 15100 15099 12469 8414 15119 8666 15120 7581 6526 
279,16661 4458 227 8564 2875 7495 3252 17559 4231 3251 
280,3105 8638 15892 5297 4057 8483 6289 10142 6292 7310 
281,3565 3566 8982 3593 7581 12469 8984 8414 3568 8638 
282,197 194 187 13208 1212 5297 17955 3806 5645 7310 
283,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
284,18096 18094 18095 18100 379 18097 3806 3805 18101 18092 
285,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
286,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
288,10067 10166 8564 10167 197 5275 11300 5560 13842 652 
289,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
290,5927 6172 6174 16383 3898 6173 6170 13955 4658 5249 
291,15101 15100 15102 5005 6514 5281 12469 4977 7581 5280 
292,8854 8856 8853 7496 572 4278 4352 144 9711 14312 
294,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
296,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
298,8306 8308 9228 17559 3922 4361 4123 16224 4035 8186 
300,15114 3877 12469 5897 15101 10227 9461 6404 8666 197 
301,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
302,11733 6289 5645 6292 8638 6404 10227 2301 5113 5142 
304,4657 10068 7581 4658 2301 12469 5113 9303 3572 15101 
305,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
306,3566 7581 4704 9303 3593 12469 8526 8414 8638 8984 
307,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
308,4346 4357 4359 5297 16374 7310 14847 16377 5304 4352 
310,8564 3901 16387 11260 4251 5239 645 4795 17790 5296 
311,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
313,18096 10227 4279 12469 4280 8638 8666 18094 9461 18095 
314,6289 5113 8481 6881 10466 4844 6404 7310 5112 9224 
315,5508 3805 5561 2301 3806 5044 8982 724 1212 4657 
316,3565 3572 3593 4691 4687 15892 8638 4696 14847 4057 
317,12469 7581 10068 8414 3565 15101 3572 2301 15100 8982 
318,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
319,8638 6404 4167 4844 10466 3606 8666 6289 7581 6046 
320,5113 6289 6404 5562 4844 7310 5645 8638 8481 8483 
321,3572 3566 2301 8982 3593 6526 12469 8638 12355 8414 
323,4279 9263 9262 9259 8635 1212 9461 5728 6404 5593 
324,12469 5192 8982 8666 7581 9446 6528 3565 8008 9448 
325,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
326,9228 4035 9236 4123 9103 4361 17732 5455 9224 7323 
327,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
328,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
329,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
330,5143 1023 6289 4688 5562 10067 5645 8666 4762 5147 
332,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
334,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
336,5297 10466 8483 5112 5114 6202 15892 8638 6404 5294 
337,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
338,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
339,5297 15892 8666 7662 8483 10067 8214 10141 4657 17955 
340,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
341,3572 3566 3805 5561 10466 7581 2301 145 3593 4844 
342,10938 10937 10940 4949 10939 10934 10566 11782 9974 6483 
343,4280 7326 6157 7325 15445 5147 3922 4361 5593 7581 
344,4747 8638 4844 4719 8668 7581 3806 8445 8526 1212 
345,4018 9303 7581 8638 5113 4790 7583 12469 3572 1023 
346,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
348,4657 4634 5005 4977 5700 15892 4728 1023 5562 10067 
349,3807 6289 5297 18185 8638 8481 5560 8478 10466 10141 
350,192 187 7495 10068 8308 7581 9477 12469 8982 3842 
351,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
352,18146 18158 18157 3555 3554 12469 3556 4691 4440 16162 
353,5672 6551 6516 7657 14250 5673 3628 6916 7692 3555 
356,9302 8638 5113 7657 7661 6526 5508 3572 3565 8483 
357,197 4657 192 15102 15099 4634 5562 187 12469 4034 
359,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
360,6798 5297 10466 8473 6794 8481 4844 5112 5113 6796 
361,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
362,4687 3105 3541 18157 9461 5113 4696 4844 5645 15892 
363,5113 3877 10466 10227 6404 6292 3879 2301 8638 8483 
364,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
365,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
366,14727 10954 7785 6706 7292 5586 17559 17764 3898 12470 
367,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
368,8668 8638 12469 8414 2301 10227 7581 4242 4634 4657 
369,15102 15099 15100 12469 5645 8666 7581 187 5296 2301 
370,4361 5297 3922 6292 4033 4034 7310 4365 4070 6780 
371,5657 5649 5044 5677 5681 5650 4629 5537 16584 7655 
372,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
374,3922 5189 4357 7581 8666 8638 2301 10227 5192 18185 
375,15119 3568 12469 4844 10466 5508 6404 10227 15101 1212 
376,6888 6889 5294 5834 12699 4037 4651 4036 5149 3081 
377,3922 16182 5695 4190 4361 660 4034 4191 6824 15518 
378,3572 3566 3593 9302 7581 12469 8982 2301 8638 9205 
379,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
380,17836 2301 7642 5645 8666 5113 18343 4346 4357 1212 
381,3806 6943 5560 4634 5044 3805 4747 5465 7708 6035 
382,2301 3572 5147 5143 12469 4783 4762 8666 8638 3565 
384,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
385,6309 13836 724 18293 10830 7651 3852 9004 735 8795 
386,17558 8031 3922 17559 6296 8483 9224 4365 4634 4035 
387,4194 4123 4193 18360 5554 8940 5553 17988 4034 8011 
388,4634 7581 4658 10227 8414 1212 9461 8638 5562 8526 
389,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
391,9126 6798 5113 7659 7662 9475 7661 8666 5645 15030 
392,15119 15114 5113 12469 6289 8635 10466 4844 15101 5112 
393,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
394,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
395,6404 10227 5005 4717 4977 5113 6289 8638 8982 4361 
397,5586 5433 4737 6900 15800 15806 7348 5550 12702 8513 
398,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
399,3565 3572 4280 15102 15099 15100 12469 8414 15908 3569 
400,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
401,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
402,10466 5645 10227 8483 6798 4844 4638 8635 6292 7310 
403,8515 16137 4844 8506 8009 6404 11733 5554 6391 727 
404,4194 4361 16224 3922 17735 4034 17732 4035 4365 7703 
406,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
407,5175 9477 8516 12469 5193 15119 15030 7581 8666 8982 
408,4634 4658 10227 8666 6404 8638 5113 10067 8982 8414 
409,532 525 7326 527 4287 6292 5143 10466 3922 4844 
410,7495 2301 3806 5142 3842 4762 3654 4755 8638 4010 
411,5562 5508 11220 11218 5560 5114 15892 4361 9014 7651 
412,3531 8638 12469 4657 10227 16292 15119 7581 2301 4634 
413,3252 5297 3922 8483 6296 5294 5115 7479 5147 4057 
414,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
416,192 187 194 10466 1212 5508 5562 6289 5645 17955 
417,11214 8564 6018 7584 724 13297 8259 7642 16303 5196 
418,4357 16376 4346 5113 7495 10469 10914 10466 15892 4082 
419,12815 4795 8638 5455 4693 4792 4687 10298 4219 8508 
420,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
421,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
422,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
423,4658 189 7496 187 16292 5297 194 192 4629 5294 
424,9093 10112 5113 5416 8914 9465 8915 5417 5562 12469 
425,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
426,9461 15101 8666 8414 15099 6404 9477 15100 5897 6526 
427,4844 5113 7581 10227 6289 8635 3572 10466 4410 8445 
428,15100 15099 8666 7581 4018 6526 15119 15120 3565 9448 
429,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
430,4279 3806 10227 6404 9461 1212 4844 8982 8666 8565 
431,4703 4704 5297 4691 6292 4844 3806 4687 4361 5113 
432,8306 6404 3654 8309 7581 10227 8638 8666 8414 5562 
433,5114 10466 17559 3922 5143 7310 5112 7352 4485 4361 
434,15101 15100 15102 6934 6292 12469 8666 4844 9448 10466 
435,3565 3566 18098 5273 8982 18100 3593 4691 18097 18094 
436,10067 9461 197 12469 15101 6530 8414 15099 3877 6404 
437,3531 10068 5562 5113 3572 8638 10227 4844 3565 197 
438,9204 15100 12469 4634 7581 5562 4658 6526 8666 8982 
439,724 6793 5274 3184 10466 5169 5463 5562 7489 5508 
440,15204 4804 15705 6946 3876 5611 7450 233 192 737 
441,4844 10227 6881 6404 345 4207 389 4420 566 14780 
443,16530 16506 5294 10024 16240 16179 762 16220 6601 16178 
444,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
445,4704 521 2301 4691 5143 10227 9461 7642 10067 7584 
446,10067 4446 4070 7455 7457 10068 13838 3572 15907 8666 
447,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
448,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
449,4657 4658 6404 5113 6292 8186 10466 4844 8638 8666 
450,197 192 194 2301 5897 10227 8638 4762 7581 8635 
453,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
454,4124 4193 4194 4361 7326 3834 3922 17957 6156 17732 
455,7496 7495 8347 6167 3654 3842 4010 5736 3834 7494 
456,3541 8349 11457 10186 10726 6926 3564 16512 7690 15810 
457,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
458,9115 11233 10575 5141 8203 8526 13842 5009 3806 16185 
459,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
460,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
461,530 527 6918 3554 525 3922 9224 5455 8483 10466 
462,4658 8666 4728 5143 17259 5113 4662 2301 6648 9461 
463,521 15892 10569 8706 7661 10141 3806 8190 4361 4179 
464,5143 8638 7581 1212 1023 8666 16339 10067 3572 4762 
465,12469 8668 8526 3565 2301 6526 8414 7581 4657 10227 
467,15222 2301 7581 5192 5297 5560 4124 8666 5113 14847 
468,5562 3572 3565 5297 5147 5143 5672 10466 8666 1023 
471,11733 9092 10466 6798 5560 5297 3105 5113 5044 8347 
472,4279 189 197 194 7581 1212 9302 187 5562 8666 
473,7883 18096 6528 7885 8982 12469 8008 9446 4361 18094 
474,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
475,6798 6794 5645 10466 6796 6806 4937 3572 8445 8638 
476,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
477,6900 7348 5550 4379 12701 5551 13016 10389 15710 15800 
479,8523 11890 8513 18201 6296 8519 390 9672 17600 18142 
480,3611 3897 5458 13179 16592 10557 16584 2317 7352 2318 
481,6289 3565 5562 3572 6404 3807 4844 5560 5113 6526 
482,7496 7493 4630 3806 5044 5560 3842 5562 8564 3805 
483,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
484,8668 7581 5562 2301 4034 5645 3572 8414 7662 7651 
485,5897 4035 7581 8666 3922 6289 4033 8526 8445 4280 
